Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
GPU,GV-N108TAORUS-11GD,Gigabyte,Gigabyte GTX 1080 Ti 11GB AORUS,16,136,718560,https://gpu.userbenchmark.com/Nvidia-GTX-1080-Ti/Rating/3918
GPU,11G-P4-6696-KR,EVGA,EVGA GTX 1080 Ti 11GB FTW3 Gaming,16,136,718560,https://gpu.userbenchmark.com/Nvidia-GTX-1080-Ti/Rating/3918
GPU,ROG-STRIX-GTX1080TI-O11G-GAMING,Asus,Asus GTX 1080 Ti 11GB ROG Strix OC,16,136,718560,https://gpu.userbenchmark.com/Nvidia-GTX-1080-Ti/Rating/3918
GPU,11G-P4-6393-KR,EVGA,EVGA GTX 1080 Ti 11GB SC Black,16,136,718560,https://gpu.userbenchmark.com/Nvidia-GTX-1080-Ti/Rating/3918
GPU,ROG-STRIX-GTX1080TI-11G-GAMING,Asus,Asus GTX 1080 Ti 11GB ROG Strix,16,136,718560,https://gpu.userbenchmark.com/Nvidia-GTX-1080-Ti/Rating/3918
GPU,11G-P4-6593-KR,EVGA,EVGA GTX 1080 Ti 11GB SC2 Gaming,16,136,718560,https://gpu.userbenchmark.com/Nvidia-GTX-1080-Ti/Rating/3918
GPU,GV-N108TAORUS X-11GD,Gigabyte,Gigabyte GTX 1080 Ti 11GB AORUS Xtreme,16,136,718560,https://gpu.userbenchmark.com/Nvidia-GTX-1080-Ti/Rating/3918
GPU,,AMD,RX 6800,17,136,9474,https://gpu.userbenchmark.com/AMD-RX-6800/Rating/4088
GPU,,Nvidia,Quadro RTX 5000,18,136,1398,https://gpu.userbenchmark.com/SpeedTest/712800/NVIDIA-Quadro-RTX-5000
GPU,,Nvidia,Titan X Pascal,19,134,8084,https://gpu.userbenchmark.com/SpeedTest/158352/NVIDIA-TITAN-X-Pascal
GPU,900-1G611-2500-000,Nvidia,NVidia Titan X Pascal 12GB,19,134,8084,https://gpu.userbenchmark.com/SpeedTest/158352/NVIDIA-TITAN-X-Pascal
GPU,,Nvidia,RTX 3060-Ti,20,132,74240,https://gpu.userbenchmark.com/Nvidia-RTX-3060-Ti/Rating/4090
GPU,,Nvidia,Quadro P6000,21,132,636,https://gpu.userbenchmark.com/SpeedTest/187394/NVIDIA-Quadro-P6000
GPU,,Nvidia,RTX 2080,22,130,263643,https://gpu.userbenchmark.com/Nvidia-RTX-2080/Rating/4026
GPU,RTX 2080 GAMING X TRIO,MSI,MSI RTX 2080 8GB Gaming X Trio,22,130,263643,https://gpu.userbenchmark.com/Nvidia-RTX-2080/Rating/4026
GPU,GV-N2080WF3OC-8GC,Gigabyte,Gigabyte RTX 2080 8GB Windforce OC,22,130,263643,https://gpu.userbenchmark.com/Nvidia-RTX-2080/Rating/4026
GPU,DUAL-RTX2080-O8G,Asus,Asus RTX 2080 8GB Dual OC,22,130,263643,https://gpu.userbenchmark.com/Nvidia-RTX-2080/Rating/4026
GPU,GV-N2080GAMING OC-8GC,Gigabyte,Gigabyte RTX 2080 8GB Gaming OC,22,130,263643,https://gpu.userbenchmark.com/Nvidia-RTX-2080/Rating/4026
GPU,08G-P4-2183-KR,EVGA,EVGA RTX 2080 8GB XC Ultra Gaming,22,130,263643,https://gpu.userbenchmark.com/Nvidia-RTX-2080/Rating/4026
GPU,ROG-STRIX-RTX2080-O8G-GAMING,Asus,Asus RTX 2080 8GB ROG STRIX,22,130,263643,https://gpu.userbenchmark.com/Nvidia-RTX-2080/Rating/4026
GPU,08G-P4-2182-KR,EVGA,EVGA RTX 2080 8GB XC Gaming,22,130,263643,https://gpu.userbenchmark.com/Nvidia-RTX-2080/Rating/4026
GPU,,Nvidia,RTX 3080 (Laptop),23,130,5052,https://gpu.userbenchmark.com/SpeedTest/1443565/NVIDIA-GeForce-RTX-3080-Laptop-GPU
GPU,,Nvidia,RTX 2080S (Super Mobile),24,120,1816,https://gpu.userbenchmark.com/SpeedTest/1188513/NVIDIA-GeForce-RTX-2080-Super
GPU,,AMD,RX 6700-XT,25,119,22847,https://gpu.userbenchmark.com/AMD-RX-6700-XT/Rating/4109
GPU,,Nvidia,RTX 2070S (Super),26,118,505474,https://gpu.userbenchmark.com/Nvidia-RTX-2070S-Super/Rating/4048
GPU,08G-P4-3173-KR,EVGA,EVGA RTX 2070 Super 8GB SC XC Ultra Gaming,26,118,505474,https://gpu.userbenchmark.com/Nvidia-RTX-2070S-Super/Rating/4048
GPU,GV-N207SGAMING OC-8GC,Gigabyte,Gigabyte RTX 2070 Super 8GB Gaming,26,118,505474,https://gpu.userbenchmark.com/Nvidia-RTX-2070S-Super/Rating/4048
GPU,RTX 2070 SUPER VENTUS OC,MSI,MSI RTX 2070 Super 8GB Ventus,26,118,505474,https://gpu.userbenchmark.com/Nvidia-RTX-2070S-Super/Rating/4048
GPU,GV-N207SWF3OC-8GD,Gigabyte,Gigabyte RTX 2070 Super 8GB 3X Windforce,26,118,505474,https://gpu.userbenchmark.com/Nvidia-RTX-2070S-Super/Rating/4048
GPU,GV-N207SGAMING OC-8GD,Gigabyte,Gigabyte RTX 2070 Super 8GB 3X Gaming,26,118,505474,https://gpu.userbenchmark.com/Nvidia-RTX-2070S-Super/Rating/4048
GPU,RTX 2070 Super GAMING X,MSI,MSI RTX 2070 Super 8GB Gaming X,26,118,505474,https://gpu.userbenchmark.com/Nvidia-RTX-2070S-Super/Rating/4048
GPU,08G-P4-3071-KR,EVGA,EVGA RTX 2070 Super 8GB Super Black Gaming,26,118,505474,https://gpu.userbenchmark.com/Nvidia-RTX-2070S-Super/Rating/4048
GPU,DUAL-RTX-2070S-O8G-EVO,Asus,Asus RTX 2070 Super 8GB Dual Evo,26,118,505474,https://gpu.userbenchmark.com/Nvidia-RTX-2070S-Super/Rating/4048
GPU,ZT-T20710E-10M,Zotac,Zotac RTX 2070 Super 8GB Mini,26,118,505474,https://gpu.userbenchmark.com/Nvidia-RTX-2070S-Super/Rating/4048
GPU,08G-P4-2072-KR,EVGA,EVGA RTX 2070 Super 8GB KO Gaming,26,118,505474,https://gpu.userbenchmark.com/Nvidia-RTX-2070S-Super/Rating/4048
GPU,,Nvidia,RTX 2080 (Mobile),27,115,2742,https://gpu.userbenchmark.com/SpeedTest/700275/NVIDIA-GeForce-RTX-2080
GPU,,Nvidia,RTX 3070 (Laptop),28,114,13303,https://gpu.userbenchmark.com/SpeedTest/1445007/NVIDIA-GeForce-RTX-3070-Laptop-GPU
GPU,,AMD,Radeon-VII,29,110,9371,https://gpu.userbenchmark.com/AMD-Radeon-VII/Rating/4035
GPU,21291-01-40G,AMD,Sapphire Radeon VII 16GB,29,110,9371,https://gpu.userbenchmark.com/AMD-Radeon-VII/Rating/4035
GPU,RADEONVII-16G,AMD,Asus Radeon VII 16GB,29,110,9371,https://gpu.userbenchmark.com/AMD-Radeon-VII/Rating/4035
GPU,,Nvidia,Quadro GP100,30,107,110,https://gpu.userbenchmark.com/SpeedTest/279788/NVIDIA-Quadro-GP100
GPU,,Nvidia,GTX 1080,31,107,977837,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,08G-P4-6180-KR,EVGA,EVGA GTX 1080 8GB Founders Edition,31,107,977837,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,GTX1080-8G,Asus,ASUS GTX 1080 8GB Founders Edition,31,107,977837,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,GEFORCE GTX 1080 Founders Edition,Nvidia,MSI GTX 1080 8GB Founders Edition,31,107,977837,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,ZT-P10800A-10P,Nvidia,Zotac GTX 1080 8GB Founders Edition,31,107,977837,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,GV-N1080D5X-8GD-B,Nvidia,Gigabyte GTX 1080 8GB Founders Edition,31,107,977837,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,08G-P4-6183-KR,EVGA,EVGA GTX 1080 8GB SC GAMING ACX 3.0,31,107,977837,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,GTX 1080 GAMING X 8G,MSI,MSI GTX 1080 8GB GAMING X,31,107,977837,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,GV-N1080G1 GAMING-8GD,Gigabyte,Gigabyte GTX 1080 8GB G1 Gaming,31,107,977837,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,08G-P4-6286-KR,EVGA,EVGA GTX 1080 8GB FTW ACX 3.0,31,107,977837,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,STRIX-GTX1080-A8G-GAMING,Asus,Asus GTX 1080 8GB ROG STRIX,31,107,977837,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,STRIX-GTX1080-8G-GAMING,Asus,Asus GTX 1080 8GB ROG STRIX,31,107,977837,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,ZT-P10800C-10P,Zotac,Zotac GTX 1080 8GB AMP,31,107,977837,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,ZT-P10800B-10P,Zotac,Zotac GTX 1080 8GB AMP Extreme,31,107,977837,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,GV-N1080XTREME-8GD,Gigabyte,Gigabyte GTX 1080 8GB Xtreme,31,107,977837,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,GV-N1080XTREME-8GD Premium Pack,Gigabyte,Gigabyte GTX 1080 8GB Xtreme Pack,31,107,977837,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,GV-N1080XTREME W-8GD,Gigabyte,Gigabyte GTX 1080 8GB Xtreme Water,31,107,977837,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,08G-P4-6686-KR,EVGA,EVGA GTX 1080 8GB FTW2,31,107,977837,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,GV-N1080TTOC-8GD,Gigabyte,Gigabyte GTX 1080 8GB Turbo,31,107,977837,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,GV-N1080WF3OC-8GD,Gigabyte,Gigabyte GTX 1080 8GB Windforce,31,107,977837,https://gpu.userbenchmark.com/Nvidia-GTX-1080/Rating/3603
GPU,,Nvidia,RTX 2070,32,106,417803,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,GV-N2070GAMING OC-8GC,Gigabyte,Gigabyte RTX 2070 8GB Gaming OC,32,106,417803,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,08G-P4-2172-KR,EVGA,EVGA RTX 2070 8GB XC Gaming Dual HDB,32,106,417803,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,RTX 2070 GAMING Z 8G,MSI,MSI RTX 2070 8GB Gaming Z,32,106,417803,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,08G-P4-2173-KR,EVGA,EVGA RTX 2070 8GB XC Ultra Gaming,32,106,417803,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,ROG-STRIX-RTX2070-O8G-GAMING,Asus,Asus RTX 2070 8GB ROG STRIX,32,106,417803,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,RTX 2070 ARMOR 8G OC,MSI,MSI RTX 2070 8GB Armor OC,32,106,417803,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,GV-N2070WF3-8GC,Gigabyte,Gigabyte RTX 2070 8GB Windforce,32,106,417803,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,08G-P4-1071-KR,EVGA,EVGA RTX 2070 8GB Black Gaming,32,106,417803,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,ZT-T20700E-10P,Zotac,Zotac RTX 2070 8GB Mini,32,106,417803,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,DUAL-RTX-2070-8G,Asus,Asus RTX 2070 8GB Dual,32,106,417803,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,GeForce RTX 2070 TRI FROZR,MSI,MSI RTX 2070 8GB Tri Frozr,32,106,417803,https://gpu.userbenchmark.com/Nvidia-RTX-2070/Rating/4029
GPU,,AMD,RX 5700-XT,33,105,344394,https://gpu.userbenchmark.com/AMD-RX-5700-XT/Rating/4045
GPU,AXRX 5700XT 8GBD6-M3DH,AMD,PowerColor RX 5700 XT 8GB,33,105,344394,https://gpu.userbenchmark.com/AMD-RX-5700-XT/Rating/4045
GPU,21293-01-40G,AMD,Sapphire RX 5700 XT 8GB,33,105,344394,https://gpu.userbenchmark.com/AMD-RX-5700-XT/Rating/4045
GPU,RX-57XT8MFD6,AMD,XFX RX 5700 XT 8GB,33,105,344394,https://gpu.userbenchmark.com/AMD-RX-5700-XT/Rating/4045
GPU,Radeon RX 5700 XT 8G,AMD,MSI RX 5700 XT 8GB Gaming,33,105,344394,https://gpu.userbenchmark.com/AMD-RX-5700-XT/Rating/4045
GPU,RX5700XT-8G,AMD,Asus RX 5700 XT 8GB,33,105,344394,https://gpu.userbenchmark.com/AMD-RX-5700-XT/Rating/4045
GPU,GV-R57XT-8GD-B,AMD,Gigabyte RX 5700 XT 8GB,33,105,344394,https://gpu.userbenchmark.com/AMD-RX-5700-XT/Rating/4045
GPU,11293-01-20G,Sapphire,Sapphire RX 5700 XT 8GB Pulse,33,105,344394,https://gpu.userbenchmark.com/AMD-RX-5700-XT/Rating/4045
GPU,AXRX 5700XT 8GBD6-3DHE/OC,PowerColor,PowerColor RX 5700 XT 8GB Red Devil,33,105,344394,https://gpu.userbenchmark.com/AMD-RX-5700-XT/Rating/4045
GPU,AXRX 5700XT 8GBD6-3DHR/OC,PowerColor,PowerColor RX 5700 XT 8GB Red Dragon,33,105,344394,https://gpu.userbenchmark.com/AMD-RX-5700-XT/Rating/4045
GPU,11293-03-40G,Sapphire,Sapphire RX 5700 XT 8GB Nitro+,33,105,344394,https://gpu.userbenchmark.com/AMD-RX-5700-XT/Rating/4045
GPU,11293-01-20G,Sapphire,Sapphire RX 5700 XT 8GB Pulse,33,105,344394,https://gpu.userbenchmark.com/AMD-RX-5700-XT/Rating/4045
GPU,GV-R57XTGAMING OC-8GD,Gigabyte,Gigabyte RX 5700 XT 8GB Gaming OC,33,105,344394,https://gpu.userbenchmark.com/AMD-RX-5700-XT/Rating/4045
GPU,Rx-57XT8TBD8,XFX,XFX RX 5700 XT 8GB Thicc III Ultra,33,105,344394,https://gpu.userbenchmark.com/AMD-RX-5700-XT/Rating/4045
GPU,RX-57XT8TFD8,XFX,XFX RX 5700 XT 8GB Thicc III,33,105,344394,https://gpu.userbenchmark.com/AMD-RX-5700-XT/Rating/4045
GPU,TUF-3-RX5700XT-O8G-EVO-GAMING,Asus,Asus RX 5700 XT 8GB TUF Gaming 3,33,105,344394,https://gpu.userbenchmark.com/AMD-RX-5700-XT/Rating/4045
GPU,ROG-STRIX-RX5700XT-O8G-GAMING,Asus,Asus RX 5700 XT 8GB ROG Strix ,33,105,344394,https://gpu.userbenchmark.com/AMD-RX-5700-XT/Rating/4045
GPU,,AMD,RX 5700XT 50th Anniversary,34,104,3717,https://gpu.userbenchmark.com/SpeedTest/845537/AMD-Radeon-RX-5700-XT-50th-Anniversary
GPU,,AMD,RX 6600-XT,35,100,6466,https://gpu.userbenchmark.com/AMD-RX-6600-XT/Rating/4117
GPU,,AMD,RX Vega-64LC (Liquid Cooled),36,100,3535,https://gpu.userbenchmark.com/SpeedTest/353890/Radeon-RX-Vega
GPU,GV-RXVEGA64X W-8GD-B,AMD,Gigabyte RX Vega 64 8GB LC,36,100,3535,https://gpu.userbenchmark.com/SpeedTest/353890/Radeon-RX-Vega
GPU,21275-00-40G,AMD,Sapphire RX Vega 64 8GB LC,36,100,3535,https://gpu.userbenchmark.com/SpeedTest/353890/Radeon-RX-Vega
GPU,RX-VEGMXWFXW,AMD,XFX RX Vega 64 8GB LC,36,100,3535,https://gpu.userbenchmark.com/SpeedTest/353890/Radeon-RX-Vega
GPU,,Nvidia,RTX 2060S (Super),37,99.7,268851,https://gpu.userbenchmark.com/Nvidia-RTX-2060S-Super/Rating/4049
GPU,GV-N206SGAMING OC-8GC,Gigabyte,Gigabyte RTX 2060 Super 8GB Gaming,37,99.7,268851,https://gpu.userbenchmark.com/Nvidia-RTX-2060S-Super/Rating/4049
GPU,08G-P4-3163-KR,EVGA,EVGA RTX 2060 Super 8GB SC XC Ultra Gaming,37,99.7,268851,https://gpu.userbenchmark.com/Nvidia-RTX-2060S-Super/Rating/4049
GPU,RTX 2060 Super Gaming X,MSI,MSI RTX 2060 Super 8GB Gaming X,37,99.7,268851,https://gpu.userbenchmark.com/Nvidia-RTX-2060S-Super/Rating/4049
GPU,GV-N206SWF2OC-8GD,Gigabyte,Gigabyte RTX 2060 Super 8GB Windforce OC,37,99.7,268851,https://gpu.userbenchmark.com/Nvidia-RTX-2060S-Super/Rating/4049
GPU,GV-N206SAORUS-8GC,Gigabyte,Gigabyte RTX 2060 Super 8GB Aorus,37,99.7,268851,https://gpu.userbenchmark.com/Nvidia-RTX-2060S-Super/Rating/4049
GPU,08G-P4-3062-KR,EVGA,EVGA RTX 2060 8GB Super SC Black,37,99.7,268851,https://gpu.userbenchmark.com/Nvidia-RTX-2060S-Super/Rating/4049
GPU,08G-P4-3067,EVGA,EVGA RTX 2060 Super 8GB SC Ultra Gaming,37,99.7,268851,https://gpu.userbenchmark.com/Nvidia-RTX-2060S-Super/Rating/4049
GPU,ZT-T20610E-10M,Zotac,Zotac RTX 2060 Super 8GB Mini Gaming,37,99.7,268851,https://gpu.userbenchmark.com/Nvidia-RTX-2060S-Super/Rating/4049
GPU,,Nvidia,RTX 3060,38,97.8,47846,https://gpu.userbenchmark.com/Nvidia-RTX-3060/Rating/4105
GPU,,Nvidia,GTX 1070-Ti,39,96.5,336024,https://gpu.userbenchmark.com/Nvidia-GTX-1070-Ti/Rating/3943
GPU,ROG-STRIX-GTX1070TI-A8G-GAMING,Asus,Asus GTX 1070 Ti 8GB STRIX,39,96.5,336024,https://gpu.userbenchmark.com/Nvidia-GTX-1070-Ti/Rating/3943
GPU,GTX 1070 TI GAMING 8G,MSI,MSI GTX 1070 Ti 8GB Gaming,39,96.5,336024,https://gpu.userbenchmark.com/Nvidia-GTX-1070-Ti/Rating/3943
GPU,08G-P4-5671-KR,EVGA,EVGA GTX 1070 Ti 8GB SC GAMING,39,96.5,336024,https://gpu.userbenchmark.com/Nvidia-GTX-1070-Ti/Rating/3943
GPU,GV-N107TGAMING OC-8GD,Gigabyte,Gigabyte GTX 1070 Ti 8GB Gaming OC,39,96.5,336024,https://gpu.userbenchmark.com/Nvidia-GTX-1070-Ti/Rating/3943
GPU,GTX 1070 TI AERO 8G,MSI,MSI GTX 1070 Ti 8GB Aero,39,96.5,336024,https://gpu.userbenchmark.com/Nvidia-GTX-1070-Ti/Rating/3943
GPU,ROG-STRIX-GTX1070TI-8G-GAMING,Asus,Asus GTX 1070 Ti 8GB ROG Strix Gaming,39,96.5,336024,https://gpu.userbenchmark.com/Nvidia-GTX-1070-Ti/Rating/3943
GPU,08G-P4-6775-KR,EVGA,EVGA GTX 1070 Ti 8GB FTW2 GAMING,39,96.5,336024,https://gpu.userbenchmark.com/Nvidia-GTX-1070-Ti/Rating/3943
GPU,GV-N107TGAMING-8GD,Gigabyte,Gigabyte GTX 1070 Ti 8GB Gaming,39,96.5,336024,https://gpu.userbenchmark.com/Nvidia-GTX-1070-Ti/Rating/3943
GPU,08G-P4-6678-KR,EVGA,EVGA GTX 1070 Ti 8GB FTW ULTRA SILENT GAMING,39,96.5,336024,https://gpu.userbenchmark.com/Nvidia-GTX-1070-Ti/Rating/3943
GPU,GTX 1070 TI TITANIUM 8G,MSI,MSI GTX 1070 Ti 8GB TITANIUM,39,96.5,336024,https://gpu.userbenchmark.com/Nvidia-GTX-1070-Ti/Rating/3943
GPU,,Nvidia,GTX 1080 (Mobile),40,96.4,13565,https://gpu.userbenchmark.com/SpeedTest/165564/NVIDIA-GeForce-GTX-1080
GPU,,Nvidia,RTX 2070S (Super Mobile),41,95.5,5021,https://gpu.userbenchmark.com/SpeedTest/1164515/NVIDIA-GeForce-RTX-2070-Super
